starter_id,target_race_id,track_id,race_date,race_number,distance,distance_id,surface,race_type,purse,registration_number,horse_name,post_position,official_position,field_size,finish_score,is_winner,is_top3,split
LRL_2025-12-27_1_23009437,LRL_2025-12-27_1,LRL,2025-12-27,1,5 1/2F,5.5,D,AOC,49500,23009437,Rerun Table,3,4,7,0.5,0,0,train
LRL_2025-12-27_1_23012012,LRL_2025-12-27_1,LRL,2025-12-27,1,5 1/2F,5.5,D,AOC,49500,23012012,Knickoletta,4,6,7,0.16666666666666663,0,0,train
LRL_2025-12-27_1_23011876,LRL_2025-12-27_1,LRL,2025-12-27,1,5 1/2F,5.5,D,AOC,49500,23011876,Honor Roll,5,2,7,0.8333333333333334,0,1,train
LRL_2025-12-27_1_23013873,LRL_2025-12-27_1,LRL,2025-12-27,1,5 1/2F,5.5,D,AOC,49500,23013873,Tipmanee,6,5,7,0.33333333333333337,0,0,train
LRL_2025-12-27_1_23005541,LRL_2025-12-27_1,LRL,2025-12-27,1,5 1/2F,5.5,D,AOC,49500,23005541,Curlene's Spirit,7,7,7,0.0,0,0,train
LRL_2025-12-27_2_21014741,LRL_2025-12-27_2,LRL,2025-12-27,2,1M,8.0,D,SOC,30000,21014741,Wyoming Class,1,1,3,1.0,1,1,train
LRL_2025-12-27_2_21008653,LRL_2025-12-27_2,LRL,2025-12-27,2,1M,8.0,D,SOC,30000,21008653,Brighty,2,2,3,0.5,0,1,train
LRL_2025-12-27_2_22004324,LRL_2025-12-27_2,LRL,2025-12-27,2,1M,8.0,D,SOC,30000,22004324,Robert's Moon,3,3,3,0.0,0,1,train
LRL_2025-12-27_3_21014434,LRL_2025-12-27_3,LRL,2025-12-27,3,1 1/8M,9.0,D,ALW,49000,21014434,Group Ticket,1,2,6,0.8,0,1,train
LRL_2025-12-27_3_19013832,LRL_2025-12-27_3,LRL,2025-12-27,3,1 1/8M,9.0,D,ALW,49000,19013832,Fromanothamutha,2,6,6,0.0,0,0,train
LRL_2025-12-27_3_22014238,LRL_2025-12-27_3,LRL,2025-12-27,3,1 1/8M,9.0,D,ALW,49000,22014238,Indy Charges On,3,1,6,1.0,1,1,train
LRL_2025-12-27_3_21008863,LRL_2025-12-27_3,LRL,2025-12-27,3,1 1/8M,9.0,D,ALW,49000,21008863,Night Time Nap,4,3,6,0.6,0,1,train
LRL_2025-12-27_3_20003831,LRL_2025-12-27_3,LRL,2025-12-27,3,1 1/8M,9.0,D,ALW,49000,20003831,Super Accelerate,5,4,6,0.4,0,0,train
LRL_2025-12-27_3_21001500,LRL_2025-12-27_3,LRL,2025-12-27,3,1 1/8M,9.0,D,ALW,49000,21001500,El de Larry,6,5,6,0.19999999999999996,0,0,train
LRL_2025-12-27_4_22008352,LRL_2025-12-27_4,LRL,2025-12-27,4,6F,6.0,D,ALW,48000,22008352,Rina Is Fire,1,1,5,1.0,1,1,train
LRL_2025-12-27_4_22006627,LRL_2025-12-27_4,LRL,2025-12-27,4,6F,6.0,D,ALW,48000,22006627,Seaside Road,2,5,5,0.0,0,0,train
LRL_2025-12-27_4_21018066,LRL_2025-12-27_4,LRL,2025-12-27,4,6F,6.0,D,ALW,48000,21018066,Lastchance Romance,3,3,5,0.5,0,1,train
LRL_2025-12-27_4_21012490,LRL_2025-12-27_4,LRL,2025-12-27,4,6F,6.0,D,ALW,48000,21012490,Meg,4,4,5,0.25,0,0,train
LRL_2025-12-27_4_21014690,LRL_2025-12-27_4,LRL,2025-12-27,4,6F,6.0,D,ALW,48000,21014690,Big Earn,5,2,5,0.75,0,1,train
LRL_2025-12-27_5_21011854,LRL_2025-12-27_5,LRL,2025-12-27,5,1 1/16M,8.5,D,ALW,55615,21011854,Old Bay,1,2,6,0.8,0,1,train
LRL_2025-12-27_5_22007116,LRL_2025-12-27_5,LRL,2025-12-27,5,1 1/16M,8.5,D,ALW,55615,22007116,Arise My Love,2,1,6,1.0,1,1,train
LRL_2025-12-27_5_21003877,LRL_2025-12-27_5,LRL,2025-12-27,5,1 1/16M,8.5,D,ALW,55615,21003877,Shine On Moon,3,5,6,0.19999999999999996,0,0,train
LRL_2025-12-27_5_21002161,LRL_2025-12-27_5,LRL,2025-12-27,5,1 1/16M,8.5,D,ALW,55615,21002161,Bells Beach,4,4,6,0.4,0,0,train
LRL_2025-12-27_5_21005927,LRL_2025-12-27_5,LRL,2025-12-27,5,1 1/16M,8.5,D,ALW,55615,21005927,Mainstream Sellout,5,6,6,0.0,0,0,train
LRL_2025-12-27_5_19016317,LRL_2025-12-27_5,LRL,2025-12-27,5,1 1/16M,8.5,D,ALW,55615,19016317,Dazzy,6,3,6,0.6,0,1,train
LRL_2025-12-27_6_22012730,LRL_2025-12-27_6,LRL,2025-12-27,6,6F,6.0,D,SOC,28760,22012730,Krissi N,1,3,9,0.75,0,1,train
LRL_2025-12-27_6_22002442,LRL_2025-12-27_6,LRL,2025-12-27,6,6F,6.0,D,SOC,28760,22002442,Tierra Santa,2,6,9,0.375,0,0,train
LRL_2025-12-27_6_21010411,LRL_2025-12-27_6,LRL,2025-12-27,6,6F,6.0,D,SOC,28760,21010411,Anita Beer,3,1,9,1.0,1,1,train
LRL_2025-12-27_6_22000770,LRL_2025-12-27_6,LRL,2025-12-27,6,6F,6.0,D,SOC,28760,22000770,Brightness,4,7,9,0.25,0,0,train
LRL_2025-12-27_6_22015126,LRL_2025-12-27_6,LRL,2025-12-27,6,6F,6.0,D,SOC,28760,22015126,Fabia,5,5,9,0.5,0,0,train
LRL_2025-12-27_6_22006185,LRL_2025-12-27_6,LRL,2025-12-27,6,6F,6.0,D,SOC,28760,22006185,She's a Bombshell,6,8,9,0.125,0,0,train
LRL_2025-12-27_6_22004645,LRL_2025-12-27_6,LRL,2025-12-27,6,6F,6.0,D,SOC,28760,22004645,Bourbon N Lace,7,4,9,0.625,0,0,train
LRL_2025-12-27_6_22007066,LRL_2025-12-27_6,LRL,2025-12-27,6,6F,6.0,D,SOC,28760,22007066,Anotherhope,8,2,9,0.875,0,1,train
LRL_2025-12-27_6_21006298,LRL_2025-12-27_6,LRL,2025-12-27,6,6F,6.0,D,SOC,28760,21006298,Lady Sriracha,9,9,9,0.0,0,0,train
LRL_2025-12-27_7_23015742,LRL_2025-12-27_7,LRL,2025-12-27,7,7F,7.0,D,STK,100000,23015742,Just Philtored,1,2,3,0.5,0,1,train
LRL_2025-12-27_7_23013445,LRL_2025-12-27_7,LRL,2025-12-27,7,7F,7.0,D,STK,100000,23013445,Peach Tie,2,1,3,1.0,1,1,train
LRL_2025-12-27_7_23005638,LRL_2025-12-27_7,LRL,2025-12-27,7,7F,7.0,D,STK,100000,23005638,Slewperstitus,3,3,3,0.0,0,1,train
LRL_2025-12-27_8_23014779,LRL_2025-12-27_8,LRL,2025-12-27,8,7F,7.0,D,STK,100000,23014779,Gurney Halleck,1,4,6,0.4,0,0,train
LRL_2025-12-27_8_23008098,LRL_2025-12-27_8,LRL,2025-12-27,8,7F,7.0,D,STK,100000,23008098,Probably Dreaming,2,2,6,0.8,0,1,train
LRL_2025-12-27_8_23010813,LRL_2025-12-27_8,LRL,2025-12-27,8,7F,7.0,D,STK,100000,23010813,Red Zone Runner,3,3,6,0.6,0,1,train
LRL_2025-12-27_8_23011016,LRL_2025-12-27_8,LRL,2025-12-27,8,7F,7.0,D,STK,100000,23011016,Very Volatile,4,6,6,0.0,0,0,train
LRL_2025-12-27_8_23013872,LRL_2025-12-27_8,LRL,2025-12-27,8,7F,7.0,D,STK,100000,23013872,Power Grid,5,5,6,0.19999999999999996,0,0,train
LRL_2025-12-27_8_23013491,LRL_2025-12-27_8,LRL,2025-12-27,8,7F,7.0,D,STK,100000,23013491,Hollywood Import,6,1,6,1.0,1,1,train
LRL_2025-12-27_9_22011224,LRL_2025-12-27_9,LRL,2025-12-27,9,1 1/16M,8.5,D,CLM,22560,22011224,Strategist,1,2,7,0.8333333333333334,0,1,train
LRL_2025-12-27_9_22004906,LRL_2025-12-27_9,LRL,2025-12-27,9,1 1/16M,8.5,D,CLM,22560,22004906,Candycrumbs,2,6,7,0.16666666666666663,0,0,train
LRL_2025-12-27_9_22003166,LRL_2025-12-27_9,LRL,2025-12-27,9,1 1/16M,8.5,D,CLM,22560,22003166,Speedy Alex,3,7,7,0.0,0,0,train
LRL_2025-12-27_9_22015089,LRL_2025-12-27_9,LRL,2025-12-27,9,1 1/16M,8.5,D,CLM,22560,22015089,Bigtonten,4,3,7,0.6666666666666667,0,1,train
LRL_2025-12-27_9_22008443,LRL_2025-12-27_9,LRL,2025-12-27,9,1 1/16M,8.5,D,CLM,22560,22008443,Amazing Bernie,5,5,7,0.33333333333333337,0,0,train
LRL_2025-12-27_9_21004771,LRL_2025-12-27_9,LRL,2025-12-27,9,1 1/16M,8.5,D,CLM,22560,21004771,Happy Jaunt,6,4,7,0.5,0,0,train
LRL_2025-12-27_9_21002490,LRL_2025-12-27_9,LRL,2025-12-27,9,1 1/16M,8.5,D,CLM,22560,21002490,Work Hard,7,1,7,1.0,1,1,train
LRL_2025-12-28_1_21019882,LRL_2025-12-28_1,LRL,2025-12-28,1,6F,6.0,D,CLM,24050,21019882,Sincerito,1,2,8,0.8571428571428572,0,1,train
LRL_2025-12-28_1_22011518,LRL_2025-12-28_1,LRL,2025-12-28,1,6F,6.0,D,CLM,24050,22011518,Docsgotallthecandy,2,3,8,0.7142857142857143,0,1,train
LRL_2025-12-28_1_22006685,LRL_2025-12-28_1,LRL,2025-12-28,1,6F,6.0,D,CLM,24050,22006685,City Panda,3,4,8,0.5714285714285714,0,0,train
LRL_2025-12-28_1_21012793,LRL_2025-12-28_1,LRL,2025-12-28,1,6F,6.0,D,CLM,24050,21012793,Guardian Prince,4,6,8,0.2857142857142857,0,0,train
LRL_2025-12-28_1_22001189,LRL_2025-12-28_1,LRL,2025-12-28,1,6F,6.0,D,CLM,24050,22001189,Nola Boss,5,8,8,0.0,0,0,train
LRL_2025-12-28_1_21011564,LRL_2025-12-28_1,LRL,2025-12-28,1,6F,6.0,D,CLM,24050,21011564,Rampagius,6,1,8,1.0,1,1,train
LRL_2025-12-28_1_22000678,LRL_2025-12-28_1,LRL,2025-12-28,1,6F,6.0,D,CLM,24050,22000678,Oleg,7,5,8,0.4285714285714286,0,0,train
LRL_2025-12-28_1_F0047810,LRL_2025-12-28_1,LRL,2025-12-28,1,6F,6.0,D,CLM,24050,F0047810,Borletti (IRE),8,7,8,0.1428571428571429,0,0,train
LRL_2025-12-28_2_22005320,LRL_2025-12-28_2,LRL,2025-12-28,2,1 1/16M,8.5,D,MCL,30000,22005320,Hysterics,1,6,6,0.0,0,0,train
LRL_2025-12-28_2_22004613,LRL_2025-12-28_2,LRL,2025-12-28,2,1 1/16M,8.5,D,MCL,30000,22004613,Ithadtobeblu,2,5,6,0.19999999999999996,0,0,train
LRL_2025-12-28_2_22009565,LRL_2025-12-28_2,LRL,2025-12-28,2,1 1/16M,8.5,D,MCL,30000,22009565,Zeta Jones,3,3,6,0.6,0,1,train
LRL_2025-12-28_2_21010436,LRL_2025-12-28_2,LRL,2025-12-28,2,1 1/16M,8.5,D,MCL,30000,21010436,Churning Berni,4,1,6,1.0,1,1,train
LRL_2025-12-28_2_22018758,LRL_2025-12-28_2,LRL,2025-12-28,2,1 1/16M,8.5,D,MCL,30000,22018758,Beshareit,5,4,6,0.4,0,0,train
LRL_2025-12-28_2_22003234,LRL_2025-12-28_2,LRL,2025-12-28,2,1 1/16M,8.5,D,MCL,30000,22003234,Zen Dreams,6,2,6,0.8,0,1,train
LRL_2025-12-28_3_22010973,LRL_2025-12-28_3,LRL,2025-12-28,3,7F,7.0,D,CLM,45900,22010973,Shkhara Fire,1,2,7,0.8333333333333334,0,1,train
LRL_2025-12-28_3_22004260,LRL_2025-12-28_3,LRL,2025-12-28,3,7F,7.0,D,CLM,45900,22004260,Safe Trust,2,1,7,1.0,1,1,train
LRL_2025-12-28_3_21016221,LRL_2025-12-28_3,LRL,2025-12-28,3,7F,7.0,D,CLM,45900,21016221,Party,3,6,7,0.16666666666666663,0,0,train
LRL_2025-12-28_3_22002084,LRL_2025-12-28_3,LRL,2025-12-28,3,7F,7.0,D,CLM,45900,22002084,Don't Fool With Me,4,7,7,0.0,0,0,train
LRL_2025-12-28_3_22003414,LRL_2025-12-28_3,LRL,2025-12-28,3,7F,7.0,D,CLM,45900,22003414,Devastating,5,4,7,0.5,0,0,train
LRL_2025-12-28_3_22007331,LRL_2025-12-28_3,LRL,2025-12-28,3,7F,7.0,D,CLM,45900,22007331,Synergism,6,5,7,0.33333333333333337,0,0,train
LRL_2025-12-28_3_22006002,LRL_2025-12-28_3,LRL,2025-12-28,3,7F,7.0,D,CLM,45900,22006002,Esroh,7,3,7,0.6666666666666667,0,1,train
LRL_2025-12-28_4_19004932,LRL_2025-12-28_4,LRL,2025-12-28,4,1 1/16M,8.5,D,SOC,24000,19004932,Vodkatini,1,5,6,0.19999999999999996,0,0,train
LRL_2025-12-28_4_21007664,LRL_2025-12-28_4,LRL,2025-12-28,4,1 1/16M,8.5,D,SOC,24000,21007664,Missy Boss,2,6,6,0.0,0,0,train
LRL_2025-12-28_4_20013475,LRL_2025-12-28_4,LRL,2025-12-28,4,1 1/16M,8.5,D,SOC,24000,20013475,Golden Charm,3,4,6,0.4,0,0,train
LRL_2025-12-28_4_19013743,LRL_2025-12-28_4,LRL,2025-12-28,4,1 1/16M,8.5,D,SOC,24000,19013743,Golden Eib Micrphn,4,1,6,1.0,1,1,train
LRL_2025-12-28_4_20006400,LRL_2025-12-28_4,LRL,2025-12-28,4,1 1/16M,8.5,D,SOC,24000,20006400,Genieinabridle,5,3,6,0.6,0,1,train
LRL_2025-12-28_4_20009759,LRL_2025-12-28_4,LRL,2025-12-28,4,1 1/16M,8.5,D,SOC,24000,20009759,How Sweet She Is,6,2,6,0.8,0,1,train
LRL_2025-12-28_5_23019191,LRL_2025-12-28_5,LRL,2025-12-28,5,6F,6.0,D,CLM,44700,23019191,Palacios,1,2,7,0.8333333333333334,0,1,train
LRL_2025-12-28_5_23015047,LRL_2025-12-28_5,LRL,2025-12-28,5,6F,6.0,D,CLM,44700,23015047,Sticktothesystem,2,7,7,0.0,0,0,train
LRL_2025-12-28_5_23010766,LRL_2025-12-28_5,LRL,2025-12-28,5,6F,6.0,D,CLM,44700,23010766,Prince of Darkness,3,3,7,0.6666666666666667,0,1,train
LRL_2025-12-28_5_23013972,LRL_2025-12-28_5,LRL,2025-12-28,5,6F,6.0,D,CLM,44700,23013972,Mr. Supreme,4,4,7,0.5,0,0,train
LRL_2025-12-28_5_23014565,LRL_2025-12-28_5,LRL,2025-12-28,5,6F,6.0,D,CLM,44700,23014565,Feels So Right,5,5,7,0.33333333333333337,0,0,train
LRL_2025-12-28_5_23009922,LRL_2025-12-28_5,LRL,2025-12-28,5,6F,6.0,D,CLM,44700,23009922,Our Day Will Come,6,1,7,1.0,1,1,train
LRL_2025-12-28_5_23014809,LRL_2025-12-28_5,LRL,2025-12-28,5,6F,6.0,D,CLM,44700,23014809,Mose Smokin,7,6,7,0.16666666666666663,0,0,train
LRL_2025-12-28_6_22013670,LRL_2025-12-28_6,LRL,2025-12-28,6,7F,7.0,D,CLM,24550,22013670,Centsamilla,1,9,9,0.0,0,0,train
LRL_2025-12-28_6_22003953,LRL_2025-12-28_6,LRL,2025-12-28,6,7F,7.0,D,CLM,24550,22003953,Vanilla Sundae,2,1,9,1.0,1,1,train
LRL_2025-12-28_6_22010064,LRL_2025-12-28_6,LRL,2025-12-28,6,7F,7.0,D,CLM,24550,22010064,Buckin' Right,3,2,9,0.875,0,1,train
LRL_2025-12-28_6_22014247,LRL_2025-12-28_6,LRL,2025-12-28,6,7F,7.0,D,CLM,24550,22014247,Luminous Secret,4,3,9,0.75,0,1,train
LRL_2025-12-28_6_21003092,LRL_2025-12-28_6,LRL,2025-12-28,6,7F,7.0,D,CLM,24550,21003092,A P M Notion,5,8,9,0.125,0,0,train
LRL_2025-12-28_6_22000564,LRL_2025-12-28_6,LRL,2025-12-28,6,7F,7.0,D,CLM,24550,22000564,Map to the Moon,6,7,9,0.25,0,0,train
LRL_2025-12-28_6_21003278,LRL_2025-12-28_6,LRL,2025-12-28,6,7F,7.0,D,CLM,24550,21003278,Weekend Wife,7,4,9,0.625,0,0,train
LRL_2025-12-28_6_19002714,LRL_2025-12-28_6,LRL,2025-12-28,6,7F,7.0,D,CLM,24550,19002714,Mischief Motion,8,5,9,0.5,0,0,train
LRL_2025-12-28_6_21010127,LRL_2025-12-28_6,LRL,2025-12-28,6,7F,7.0,D,CLM,24550,21010127,Sweet Honey Bee,9,6,9,0.375,0,0,train
LRL_2025-12-28_7_20007754,LRL_2025-12-28_7,LRL,2025-12-28,7,1M,8.0,D,AOC,56000,20007754,Raise Cain,1,1,4,1.0,1,1,train
LRL_2025-12-28_7_21001063,LRL_2025-12-28_7,LRL,2025-12-28,7,1M,8.0,D,AOC,56000,21001063,J D Factor,2,2,4,0.6666666666666667,0,1,train
LRL_2025-12-28_7_21000715,LRL_2025-12-28_7,LRL,2025-12-28,7,1M,8.0,D,AOC,56000,21000715,Goodbye Note,3,3,4,0.33333333333333337,0,1,train
LRL_2025-12-28_7_21013111,LRL_2025-12-28_7,LRL,2025-12-28,7,1M,8.0,D,AOC,56000,21013111,Cap Com,4,4,4,0.0,0,0,train
LRL_2025-12-28_8_17011275,LRL_2025-12-28_8,LRL,2025-12-28,8,1 1/8M,9.0,D,CLM,18410,17011275,Prince Khozan,1,2,6,0.8,0,1,train
LRL_2025-12-28_8_20012355,LRL_2025-12-28_8,LRL,2025-12-28,8,1 1/8M,9.0,D,CLM,18410,20012355,Admit Nothing,2,3,6,0.6,0,1,train
LRL_2025-12-28_8_20010550,LRL_2025-12-28_8,LRL,2025-12-28,8,1 1/8M,9.0,D,CLM,18410,20010550,Game Keeper,3,4,6,0.4,0,0,train
LRL_2025-12-28_8_21003341,LRL_2025-12-28_8,LRL,2025-12-28,8,1 1/8M,9.0,D,CLM,18410,21003341,Waldrip,4,1,6,1.0,1,1,train
LRL_2025-12-28_8_21003590,LRL_2025-12-28_8,LRL,2025-12-28,8,1 1/8M,9.0,D,CLM,18410,21003590,Whiskeyinthejaro,5,6,6,0.0,0,0,train
LRL_2025-12-28_8_20013396,LRL_2025-12-28_8,LRL,2025-12-28,8,1 1/8M,9.0,D,CLM,18410,20013396,Martini Martin,6,5,6,0.19999999999999996,0,0,train
LRL_2026-01-09_1_21002201,LRL_2026-01-09_1,LRL,2026-01-09,1,1M,8.0,D,CLM,25870,21002201,Dats My Pharaoh,1,2,9,0.875,0,1,train
LRL_2026-01-09_1_19019286,LRL_2026-01-09_1,LRL,2026-01-09,1,1M,8.0,D,CLM,25870,19019286,Right of Rush,2,6,9,0.375,0,0,train
LRL_2026-01-09_1_21019874,LRL_2026-01-09_1,LRL,2026-01-09,1,1M,8.0,D,CLM,25870,21019874,Uncle Grey,3,7,9,0.25,0,0,train
LRL_2026-01-09_1_22006616,LRL_2026-01-09_1,LRL,2026-01-09,1,1M,8.0,D,CLM,25870,22006616,American Litigator,4,9,9,0.0,0,0,train
LRL_2026-01-09_1_21008045,LRL_2026-01-09_1,LRL,2026-01-09,1,1M,8.0,D,CLM,25870,21008045,Return Fire,5,3,9,0.75,0,1,train
LRL_2026-01-09_1_19017639,LRL_2026-01-09_1,LRL,2026-01-09,1,1M,8.0,D,CLM,25870,19017639,Twice Gold,6,1,9,1.0,1,1,train
LRL_2026-01-09_1_20018653,LRL_2026-01-09_1,LRL,2026-01-09,1,1M,8.0,D,CLM,25870,20018653,Salvo Trigger,7,5,9,0.5,0,0,train
LRL_2026-01-09_1_22014043,LRL_2026-01-09_1,LRL,2026-01-09,1,1M,8.0,D,CLM,25870,22014043,Maupansant,8,4,9,0.625,0,0,train
LRL_2026-01-09_1_21004183,LRL_2026-01-09_1,LRL,2026-01-09,1,1M,8.0,D,CLM,25870,21004183,Thirty West,9,8,9,0.125,0,0,train
LRL_2026-01-09_2_20008666,LRL_2026-01-09_2,LRL,2026-01-09,2,6F,6.0,D,SOC,24000,20008666,Commingling,1,3,6,0.6,0,1,train
LRL_2026-01-09_2_20011876,LRL_2026-01-09_2,LRL,2026-01-09,2,6F,6.0,D,SOC,24000,20011876,Coaches Meeting,2,5,6,0.19999999999999996,0,0,train
LRL_2026-01-09_2_19011495,LRL_2026-01-09_2,LRL,2026-01-09,2,6F,6.0,D,SOC,24000,19011495,Daufuskie Island,3,1,6,1.0,1,1,train
LRL_2026-01-09_2_21000672,LRL_2026-01-09_2,LRL,2026-01-09,2,6F,6.0,D,SOC,24000,21000672,Catahoula Moon,4,4,6,0.4,0,0,train
LRL_2026-01-09_2_18019913,LRL_2026-01-09_2,LRL,2026-01-09,2,6F,6.0,D,SOC,24000,18019913,Shipman,5,2,6,0.8,0,1,train
LRL_2026-01-09_2_19010112,LRL_2026-01-09_2,LRL,2026-01-09,2,6F,6.0,D,SOC,24000,19010112,Fenwick,6,6,6,0.0,0,0,train
LRL_2026-01-09_3_21007150,LRL_2026-01-09_3,LRL,2026-01-09,3,5 1/2F,5.5,D,MCL,24390,21007150,Northern Cardinal,1,7,10,0.33333333333333337,0,0,train
LRL_2026-01-09_3_22006600,LRL_2026-01-09_3,LRL,2026-01-09,3,5 1/2F,5.5,D,MCL,24390,22006600,Railroad Inn,2,8,10,0.2222222222222222,0,0,train
LRL_2026-01-09_3_22008704,LRL_2026-01-09_3,LRL,2026-01-09,3,5 1/2F,5.5,D,MCL,24390,22008704,Jose Can't Say,3,3,10,0.7777777777777778,0,1,train
LRL_2026-01-09_3_22013499,LRL_2026-01-09_3,LRL,2026-01-09,3,5 1/2F,5.5,D,MCL,24390,22013499,Thunder Cry,4,5,10,0.5555555555555556,0,0,train
LRL_2026-01-09_3_22001204,LRL_2026-01-09_3,LRL,2026-01-09,3,5 1/2F,5.5,D,MCL,24390,22001204,Twelve Nelson,5,2,10,0.8888888888888888,0,1,train
LRL_2026-01-09_3_22008736,LRL_2026-01-09_3,LRL,2026-01-09,3,5 1/2F,5.5,D,MCL,24390,22008736,Shot for the Moon,6,1,10,1.0,1,1,train
LRL_2026-01-09_3_22010701,LRL_2026-01-09_3,LRL,2026-01-09,3,5 1/2F,5.5,D,MCL,24390,22010701,Salty Lime,7,10,10,0.0,0,0,train
LRL_2026-01-09_3_20004494,LRL_2026-01-09_3,LRL,2026-01-09,3,5 1/2F,5.5,D,MCL,24390,20004494,Band Tour,8,9,10,0.11111111111111116,0,0,train
LRL_2026-01-09_3_22008884,LRL_2026-01-09_3,LRL,2026-01-09,3,5 1/2F,5.5,D,MCL,24390,22008884,Brother Bobo,9,6,10,0.4444444444444444,0,0,train
LRL_2026-01-09_3_22004908,LRL_2026-01-09_3,LRL,2026-01-09,3,5 1/2F,5.5,D,MCL,24390,22004908,Quahog Republic,10,4,10,0.6666666666666667,0,0,train
LRL_2026-01-09_4_21006430,LRL_2026-01-09_4,LRL,2026-01-09,4,5 1/2F,5.5,D,SOC,40885,21006430,Irish Hero,1,6,6,0.0,0,0,train
LRL_2026-01-09_4_22015100,LRL_2026-01-09_4,LRL,2026-01-09,4,5 1/2F,5.5,D,SOC,40885,22015100,Do It for Michael,2,3,6,0.6,0,1,train
LRL_2026-01-09_4_21018316,LRL_2026-01-09_4,LRL,2026-01-09,4,5 1/2F,5.5,D,SOC,40885,21018316,Medagooch,3,1,6,1.0,1,1,train
LRL_2026-01-09_4_18012283,LRL_2026-01-09_4,LRL,2026-01-09,4,5 1/2F,5.5,D,SOC,40885,18012283,River Dog,4,2,6,0.8,0,1,train
LRL_2026-01-09_4_20007029,LRL_2026-01-09_4,LRL,2026-01-09,4,5 1/2F,5.5,D,SOC,40885,20007029,Sheriff Ronnie,5,5,6,0.19999999999999996,0,0,train
LRL_2026-01-09_4_19000681,LRL_2026-01-09_4,LRL,2026-01-09,4,5 1/2F,5.5,D,SOC,40885,19000681,Captain Quint,6,4,6,0.4,0,0,train
LRL_2026-01-09_5_22016324,LRL_2026-01-09_5,LRL,2026-01-09,5,6F,6.0,D,CLM,19910,22016324,Bugged Out,1,4,9,0.625,0,0,train
LRL_2026-01-09_5_20016773,LRL_2026-01-09_5,LRL,2026-01-09,5,6F,6.0,D,CLM,19910,20016773,Bay Street,2,3,9,0.75,0,1,train
LRL_2026-01-09_5_20003013,LRL_2026-01-09_5,LRL,2026-01-09,5,6F,6.0,D,CLM,19910,20003013,Royal Seamstress,3,8,9,0.125,0,0,train
LRL_2026-01-09_5_18007504,LRL_2026-01-09_5,LRL,2026-01-09,5,6F,6.0,D,CLM,19910,18007504,Gold Time Vixen,4,6,9,0.375,0,0,train
LRL_2026-01-09_5_21006267,LRL_2026-01-09_5,LRL,2026-01-09,5,6F,6.0,D,CLM,19910,21006267,Firstlady Rosalynn,5,1,9,1.0,1,1,train
LRL_2026-01-09_5_21017703,LRL_2026-01-09_5,LRL,2026-01-09,5,6F,6.0,D,CLM,19910,21017703,Yumyum Eat Em Up,6,5,9,0.5,0,0,train
LRL_2026-01-09_5_21003092,LRL_2026-01-09_5,LRL,2026-01-09,5,6F,6.0,D,CLM,19910,21003092,A P M Notion,7,9,9,0.0,0,0,train
LRL_2026-01-09_5_18022195,LRL_2026-01-09_5,LRL,2026-01-09,5,6F,6.0,D,CLM,19910,18022195,R Averie Lynn,8,2,9,0.875,0,1,train
LRL_2026-01-09_5_19001706,LRL_2026-01-09_5,LRL,2026-01-09,5,6F,6.0,D,CLM,19910,19001706,Sapphire Beauty,9,7,9,0.25,0,0,train
LRL_2026-01-09_6_23000349,LRL_2026-01-09_6,LRL,2026-01-09,6,6F,6.0,D,MCL,24890,23000349,Sugar On Fire,1,3,11,0.8,0,1,train
LRL_2026-01-09_6_23014673,LRL_2026-01-09_6,LRL,2026-01-09,6,6F,6.0,D,MCL,24890,23014673,Gallo,2,9,11,0.19999999999999996,0,0,train
LRL_2026-01-09_6_23004968,LRL_2026-01-09_6,LRL,2026-01-09,6,6F,6.0,D,MCL,24890,23004968,Sin Sin,3,4,11,0.7,0,0,train
LRL_2026-01-09_6_23008262,LRL_2026-01-09_6,LRL,2026-01-09,6,6F,6.0,D,MCL,24890,23008262,Flying to Work,4,5,11,0.6,0,0,train
LRL_2026-01-09_6_23014027,LRL_2026-01-09_6,LRL,2026-01-09,6,6F,6.0,D,MCL,24890,23014027,Babble,5,8,11,0.30000000000000004,0,0,train
LRL_2026-01-09_6_23008991,LRL_2026-01-09_6,LRL,2026-01-09,6,6F,6.0,D,MCL,24890,23008991,Q Got Hops,6,7,11,0.4,0,0,train
LRL_2026-01-09_6_23014780,LRL_2026-01-09_6,LRL,2026-01-09,6,6F,6.0,D,MCL,24890,23014780,Turf to Dirt,7,11,11,0.0,0,0,train
LRL_2026-01-09_6_23002053,LRL_2026-01-09_6,LRL,2026-01-09,6,6F,6.0,D,MCL,24890,23002053,Gonzalo,8,1,11,1.0,1,1,train
LRL_2026-01-09_6_23000452,LRL_2026-01-09_6,LRL,2026-01-09,6,6F,6.0,D,MCL,24890,23000452,Cosmic Fate,9,10,11,0.09999999999999998,0,0,train
LRL_2026-01-09_6_23002277,LRL_2026-01-09_6,LRL,2026-01-09,6,6F,6.0,D,MCL,24890,23002277,Above the Norm,10,2,11,0.9,0,1,train
LRL_2026-01-09_6_23017181,LRL_2026-01-09_6,LRL,2026-01-09,6,6F,6.0,D,MCL,24890,23017181,Rio Del Valle,11,6,11,0.5,0,0,train
LRL_2026-01-09_7_23002465,LRL_2026-01-09_7,LRL,2026-01-09,7,1M,8.0,D,MSW,49410,23002465,Pie Phi,1,7,8,0.1428571428571429,0,0,train
