starter_id,target_race_id,track_id,race_date,race_number,distance,distance_id,surface,race_type,purse,registration_number,horse_name,post_position,official_position,field_size,finish_score,is_winner,is_top3,split
LRL_2026-01-09_7_23014695,LRL_2026-01-09_7,LRL,2026-01-09,7,1M,8.0,D,MSW,49410,23014695,Nothinglesswilldo,2,2,8,0.8571428571428572,0,1,train
LRL_2026-01-09_7_23001436,LRL_2026-01-09_7,LRL,2026-01-09,7,1M,8.0,D,MSW,49410,23001436,Iamdependingonyou,3,8,8,0.0,0,0,train
LRL_2026-01-09_7_23016511,LRL_2026-01-09_7,LRL,2026-01-09,7,1M,8.0,D,MSW,49410,23016511,Jerry's Chord,4,6,8,0.2857142857142857,0,0,train
LRL_2026-01-09_7_23002207,LRL_2026-01-09_7,LRL,2026-01-09,7,1M,8.0,D,MSW,49410,23002207,Lady Lydia,5,4,8,0.5714285714285714,0,0,train
LRL_2026-01-09_7_23009522,LRL_2026-01-09_7,LRL,2026-01-09,7,1M,8.0,D,MSW,49410,23009522,Velocity Girl,6,1,8,1.0,1,1,train
LRL_2026-01-09_7_23009832,LRL_2026-01-09_7,LRL,2026-01-09,7,1M,8.0,D,MSW,49410,23009832,Watch Me Sparkle,7,3,8,0.7142857142857143,0,1,train
LRL_2026-01-09_7_23013198,LRL_2026-01-09_7,LRL,2026-01-09,7,1M,8.0,D,MSW,49410,23013198,Honor Thy Cookie,8,5,8,0.4285714285714286,0,0,train
LRL_2026-01-09_8_23006925,LRL_2026-01-09_8,LRL,2026-01-09,8,5 1/2F,5.5,D,AOC,50235,23006925,Awesome Andy,1,1,7,1.0,1,1,train
LRL_2026-01-09_8_23001383,LRL_2026-01-09_8,LRL,2026-01-09,8,5 1/2F,5.5,D,AOC,50235,23001383,Spidey Man,2,3,7,0.6666666666666667,0,1,train
LRL_2026-01-09_8_23017313,LRL_2026-01-09_8,LRL,2026-01-09,8,5 1/2F,5.5,D,AOC,50235,23017313,Springhawk,3,6,7,0.16666666666666663,0,0,train
LRL_2026-01-09_8_23006656,LRL_2026-01-09_8,LRL,2026-01-09,8,5 1/2F,5.5,D,AOC,50235,23006656,Worker Bee,4,4,7,0.5,0,0,train
LRL_2026-01-09_8_23006633,LRL_2026-01-09_8,LRL,2026-01-09,8,5 1/2F,5.5,D,AOC,50235,23006633,Sculcos Folly,5,2,7,0.8333333333333334,0,1,train
LRL_2026-01-09_8_23007671,LRL_2026-01-09_8,LRL,2026-01-09,8,5 1/2F,5.5,D,AOC,50235,23007671,Big Bolton,6,5,7,0.33333333333333337,0,0,train
LRL_2026-01-09_8_23017809,LRL_2026-01-09_8,LRL,2026-01-09,8,5 1/2F,5.5,D,AOC,50235,23017809,Biker Baley,7,7,7,0.0,0,0,train
LRL_2026-01-09_9_17007087,LRL_2026-01-09_9,LRL,2026-01-09,9,6F,6.0,D,AOC,57770,17007087,Magic Mule,1,6,6,0.0,0,0,train
LRL_2026-01-09_9_18005570,LRL_2026-01-09_9,LRL,2026-01-09,9,6F,6.0,D,AOC,57770,18005570,Tenebris,2,2,6,0.8,0,1,train
LRL_2026-01-09_9_22013479,LRL_2026-01-09_9,LRL,2026-01-09,9,6F,6.0,D,AOC,57770,22013479,Bold Diversion,3,1,6,1.0,1,1,train
LRL_2026-01-09_9_19002312,LRL_2026-01-09_9,LRL,2026-01-09,9,6F,6.0,D,AOC,57770,19002312,Radical Right,4,3,6,0.6,0,1,train
LRL_2026-01-09_9_21007720,LRL_2026-01-09_9,LRL,2026-01-09,9,6F,6.0,D,AOC,57770,21007720,Intrepid's Legacy,5,4,6,0.4,0,0,train
LRL_2026-01-09_9_17017015,LRL_2026-01-09_9,LRL,2026-01-09,9,6F,6.0,D,AOC,57770,17017015,Karan's Notion,6,5,6,0.19999999999999996,0,0,train
LRL_2026-01-09_10_22010143,LRL_2026-01-09_10,LRL,2026-01-09,10,6F,6.0,D,CLM,23390,22010143,Infastuation,1,1,8,1.0,1,1,train
LRL_2026-01-09_10_21004579,LRL_2026-01-09_10,LRL,2026-01-09,10,6F,6.0,D,CLM,23390,21004579,Bond's Belle,2,3,8,0.7142857142857143,0,1,train
LRL_2026-01-09_10_22002442,LRL_2026-01-09_10,LRL,2026-01-09,10,6F,6.0,D,CLM,23390,22002442,Tierra Santa,3,6,8,0.2857142857142857,0,0,train
LRL_2026-01-09_10_22004786,LRL_2026-01-09_10,LRL,2026-01-09,10,6F,6.0,D,CLM,23390,22004786,Thunder in Paris,4,7,8,0.1428571428571429,0,0,train
LRL_2026-01-09_10_22000770,LRL_2026-01-09_10,LRL,2026-01-09,10,6F,6.0,D,CLM,23390,22000770,Brightness,5,4,8,0.5714285714285714,0,0,train
LRL_2026-01-09_10_21011141,LRL_2026-01-09_10,LRL,2026-01-09,10,6F,6.0,D,CLM,23390,21011141,Just the Thing,6,5,8,0.4285714285714286,0,0,train
LRL_2026-01-09_10_19018229,LRL_2026-01-09_10,LRL,2026-01-09,10,6F,6.0,D,CLM,23390,19018229,South Pacific,7,8,8,0.0,0,0,train
LRL_2026-01-09_10_21005285,LRL_2026-01-09_10,LRL,2026-01-09,10,6F,6.0,D,CLM,23390,21005285,Gregorian Solo,8,2,8,0.8571428571428572,0,1,train
LRL_2026-01-10_1_21013454,LRL_2026-01-10_1,LRL,2026-01-10,1,1 1/16M,8.5,D,SOC,27280,21013454,Brindano,1,5,7,0.33333333333333337,0,0,train
LRL_2026-01-10_1_22006714,LRL_2026-01-10_1,LRL,2026-01-10,1,1 1/16M,8.5,D,SOC,27280,22006714,Where's My Chew,2,4,7,0.5,0,0,train
LRL_2026-01-10_1_22002300,LRL_2026-01-10_1,LRL,2026-01-10,1,1 1/16M,8.5,D,SOC,27280,22002300,The Count Is On,3,6,7,0.16666666666666663,0,0,train
LRL_2026-01-10_1_20002819,LRL_2026-01-10_1,LRL,2026-01-10,1,1 1/16M,8.5,D,SOC,27280,20002819,Chance,4,1,7,1.0,1,1,train
LRL_2026-01-10_1_21011618,LRL_2026-01-10_1,LRL,2026-01-10,1,1 1/16M,8.5,D,SOC,27280,21011618,Mugatu,5,3,7,0.6666666666666667,0,1,train
LRL_2026-01-10_1_22013966,LRL_2026-01-10_1,LRL,2026-01-10,1,1 1/16M,8.5,D,SOC,27280,22013966,Keen Surge,6,7,7,0.0,0,0,train
LRL_2026-01-10_1_22013097,LRL_2026-01-10_1,LRL,2026-01-10,1,1 1/16M,8.5,D,SOC,27280,22013097,Tuff Luck,7,2,7,0.8333333333333334,0,1,train
LRL_2026-01-10_2_22000626,LRL_2026-01-10_2,LRL,2026-01-10,2,6F,6.0,D,CLM,24370,22000626,Ecumenical,1,3,6,0.6,0,1,train
LRL_2026-01-10_2_20002436,LRL_2026-01-10_2,LRL,2026-01-10,2,6F,6.0,D,CLM,24370,20002436,Not So Holy,2,5,6,0.19999999999999996,0,0,train
LRL_2026-01-10_2_22013102,LRL_2026-01-10_2,LRL,2026-01-10,2,6F,6.0,D,CLM,24370,22013102,Blo By'em,3,6,6,0.0,0,0,train
LRL_2026-01-10_2_22001373,LRL_2026-01-10_2,LRL,2026-01-10,2,6F,6.0,D,CLM,24370,22001373,Ellinger,4,2,6,0.8,0,1,train
LRL_2026-01-10_2_22018029,LRL_2026-01-10_2,LRL,2026-01-10,2,6F,6.0,D,CLM,24370,22018029,World On Fire,5,1,6,1.0,1,1,train
LRL_2026-01-10_2_19017987,LRL_2026-01-10_2,LRL,2026-01-10,2,6F,6.0,D,CLM,24370,19017987,D Hopper,6,4,6,0.4,0,0,train
LRL_2026-01-10_3_23004974,LRL_2026-01-10_3,LRL,2026-01-10,3,5 1/2F,5.5,D,CLM,34550,23004974,Fiesta La Luna,1,7,7,0.0,0,0,train
LRL_2026-01-10_3_23011140,LRL_2026-01-10_3,LRL,2026-01-10,3,5 1/2F,5.5,D,CLM,34550,23011140,Shenadoah Sunrise,2,5,7,0.33333333333333337,0,0,train
LRL_2026-01-10_3_23008409,LRL_2026-01-10_3,LRL,2026-01-10,3,5 1/2F,5.5,D,CLM,34550,23008409,Capos Sugar Kane,3,6,7,0.16666666666666663,0,0,train
LRL_2026-01-10_3_23000766,LRL_2026-01-10_3,LRL,2026-01-10,3,5 1/2F,5.5,D,CLM,34550,23000766,Pichu,4,4,7,0.5,0,0,train
LRL_2026-01-10_3_23004937,LRL_2026-01-10_3,LRL,2026-01-10,3,5 1/2F,5.5,D,CLM,34550,23004937,Holy Storm,5,3,7,0.6666666666666667,0,1,train
LRL_2026-01-10_3_23012748,LRL_2026-01-10_3,LRL,2026-01-10,3,5 1/2F,5.5,D,CLM,34550,23012748,Barbados Bulldog,6,1,7,1.0,1,1,train
LRL_2026-01-10_3_23012905,LRL_2026-01-10_3,LRL,2026-01-10,3,5 1/2F,5.5,D,CLM,34550,23012905,Last Gift,7,2,7,0.8333333333333334,0,1,train
LRL_2026-01-10_4_23017976,LRL_2026-01-10_4,LRL,2026-01-10,4,1 1/16M,8.5,D,MCL,24700,23017976,Tug,1,5,6,0.19999999999999996,0,0,train
LRL_2026-01-10_4_23004092,LRL_2026-01-10_4,LRL,2026-01-10,4,1 1/16M,8.5,D,MCL,24700,23004092,Pencil Me In,2,1,6,1.0,1,1,train
LRL_2026-01-10_4_23000358,LRL_2026-01-10_4,LRL,2026-01-10,4,1 1/16M,8.5,D,MCL,24700,23000358,Gonna Make It,3,4,6,0.4,0,0,train
LRL_2026-01-10_4_23001371,LRL_2026-01-10_4,LRL,2026-01-10,4,1 1/16M,8.5,D,MCL,24700,23001371,Plenty On Tap,4,2,6,0.8,0,1,train
LRL_2026-01-10_4_23016735,LRL_2026-01-10_4,LRL,2026-01-10,4,1 1/16M,8.5,D,MCL,24700,23016735,Runaway Rooster,5,6,6,0.0,0,0,train
LRL_2026-01-10_4_23009996,LRL_2026-01-10_4,LRL,2026-01-10,4,1 1/16M,8.5,D,MCL,24700,23009996,Boss Lily,6,3,6,0.6,0,1,train
LRL_2026-01-10_5_23006424,LRL_2026-01-10_5,LRL,2026-01-10,5,7F,7.0,D,MCL,44230,23006424,Sweet Spy,1,8,10,0.2222222222222222,0,0,train
LRL_2026-01-10_5_23015196,LRL_2026-01-10_5,LRL,2026-01-10,5,7F,7.0,D,MCL,44230,23015196,No More Calls,2,7,10,0.33333333333333337,0,0,train
LRL_2026-01-10_5_23007746,LRL_2026-01-10_5,LRL,2026-01-10,5,7F,7.0,D,MCL,44230,23007746,Flirty Bajan,3,6,10,0.4444444444444444,0,0,train
LRL_2026-01-10_5_23014784,LRL_2026-01-10_5,LRL,2026-01-10,5,7F,7.0,D,MCL,44230,23014784,Finny,4,4,10,0.6666666666666667,0,0,train
LRL_2026-01-10_5_23008719,LRL_2026-01-10_5,LRL,2026-01-10,5,7F,7.0,D,MCL,44230,23008719,Pont Aven,5,2,10,0.8888888888888888,0,1,train
LRL_2026-01-10_5_23001085,LRL_2026-01-10_5,LRL,2026-01-10,5,7F,7.0,D,MCL,44230,23001085,Rebel Prince,6,9,10,0.11111111111111116,0,0,train
LRL_2026-01-10_5_23006721,LRL_2026-01-10_5,LRL,2026-01-10,5,7F,7.0,D,MCL,44230,23006721,Little Lino,7,5,10,0.5555555555555556,0,0,train
LRL_2026-01-10_5_23003648,LRL_2026-01-10_5,LRL,2026-01-10,5,7F,7.0,D,MCL,44230,23003648,Beautiful Quality,8,10,10,0.0,0,0,train
LRL_2026-01-10_5_23017289,LRL_2026-01-10_5,LRL,2026-01-10,5,7F,7.0,D,MCL,44230,23017289,Close the Gate,9,1,10,1.0,1,1,train
LRL_2026-01-10_5_23005168,LRL_2026-01-10_5,LRL,2026-01-10,5,7F,7.0,D,MCL,44230,23005168,Greyline Station,10,3,10,0.7777777777777778,0,1,train
LRL_2026-01-10_6_19004530,LRL_2026-01-10_6,LRL,2026-01-10,6,6F,6.0,D,CLM,21180,19004530,Quincannon,1,2,11,0.9,0,1,train
LRL_2026-01-10_6_19014035,LRL_2026-01-10_6,LRL,2026-01-10,6,6F,6.0,D,CLM,21180,19014035,Keeping It Country,2,7,11,0.4,0,0,train
LRL_2026-01-10_6_21012195,LRL_2026-01-10_6,LRL,2026-01-10,6,6F,6.0,D,CLM,21180,21012195,Prom Knight,3,11,11,0.0,0,0,train
LRL_2026-01-10_6_18001954,LRL_2026-01-10_6,LRL,2026-01-10,6,6F,6.0,D,CLM,21180,18001954,Spotted Bull,4,1,11,1.0,1,1,train
LRL_2026-01-10_6_17000068,LRL_2026-01-10_6,LRL,2026-01-10,6,6F,6.0,D,CLM,21180,17000068,Genghis,5,8,11,0.30000000000000004,0,0,train
LRL_2026-01-10_6_19005959,LRL_2026-01-10_6,LRL,2026-01-10,6,6F,6.0,D,CLM,21180,19005959,Woodline,6,3,11,0.8,0,1,train
LRL_2026-01-10_6_20010035,LRL_2026-01-10_6,LRL,2026-01-10,6,6F,6.0,D,CLM,21180,20010035,Seven's Eleven,7,4,11,0.7,0,0,train
LRL_2026-01-10_6_18015442,LRL_2026-01-10_6,LRL,2026-01-10,6,6F,6.0,D,CLM,21180,18015442,Magic Spin,8,6,11,0.5,0,0,train
LRL_2026-01-10_6_21004662,LRL_2026-01-10_6,LRL,2026-01-10,6,6F,6.0,D,CLM,21180,21004662,Likebelivingnmagic,9,10,11,0.09999999999999998,0,0,train
LRL_2026-01-10_6_21011287,LRL_2026-01-10_6,LRL,2026-01-10,6,6F,6.0,D,CLM,21180,21011287,P J's Song,10,5,11,0.6,0,0,train
LRL_2026-01-10_6_18006157,LRL_2026-01-10_6,LRL,2026-01-10,6,6F,6.0,D,CLM,21180,18006157,Ocala Dream,11,9,11,0.19999999999999996,0,0,train
LRL_2026-01-10_7_23002714,LRL_2026-01-10_7,LRL,2026-01-10,7,1M,8.0,D,AOC,55615,23002714,Lundi Loot,1,2,7,0.8333333333333334,0,1,train
LRL_2026-01-10_7_23015101,LRL_2026-01-10_7,LRL,2026-01-10,7,1M,8.0,D,AOC,55615,23015101,Let's Go Lando,2,1,7,1.0,1,1,train
LRL_2026-01-10_7_23009978,LRL_2026-01-10_7,LRL,2026-01-10,7,1M,8.0,D,AOC,55615,23009978,Hixon,3,6,7,0.16666666666666663,0,0,train
LRL_2026-01-10_7_23015288,LRL_2026-01-10_7,LRL,2026-01-10,7,1M,8.0,D,AOC,55615,23015288,Code of Silence,4,3,7,0.6666666666666667,0,1,train
LRL_2026-01-10_7_23016445,LRL_2026-01-10_7,LRL,2026-01-10,7,1M,8.0,D,AOC,55615,23016445,Tactics,5,5,7,0.33333333333333337,0,0,train
LRL_2026-01-10_7_23015852,LRL_2026-01-10_7,LRL,2026-01-10,7,1M,8.0,D,AOC,55615,23015852,G Q Worthy,6,4,7,0.5,0,0,train
LRL_2026-01-10_7_23010240,LRL_2026-01-10_7,LRL,2026-01-10,7,1M,8.0,D,AOC,55615,23010240,Wildncrazyguy,7,7,7,0.0,0,0,train
LRL_2026-01-10_8_23013873,LRL_2026-01-10_8,LRL,2026-01-10,8,1M,8.0,D,AOC,49500,23013873,Tipmanee,1,4,7,0.5,0,0,train
LRL_2026-01-10_8_23009002,LRL_2026-01-10_8,LRL,2026-01-10,8,1M,8.0,D,AOC,49500,23009002,Honor Our Country,2,3,7,0.6666666666666667,0,1,train
LRL_2026-01-10_8_23006988,LRL_2026-01-10_8,LRL,2026-01-10,8,1M,8.0,D,AOC,49500,23006988,Chambourcin,3,7,7,0.0,0,0,train
LRL_2026-01-10_8_23017975,LRL_2026-01-10_8,LRL,2026-01-10,8,1M,8.0,D,AOC,49500,23017975,God I Need a Favor,4,5,7,0.33333333333333337,0,0,train
LRL_2026-01-10_8_23013653,LRL_2026-01-10_8,LRL,2026-01-10,8,1M,8.0,D,AOC,49500,23013653,Miss Fulton Gal,5,2,7,0.8333333333333334,0,1,train
LRL_2026-01-10_8_23007621,LRL_2026-01-10_8,LRL,2026-01-10,8,1M,8.0,D,AOC,49500,23007621,C'est Chouette,6,6,7,0.16666666666666663,0,0,train
LRL_2026-01-10_8_23012790,LRL_2026-01-10_8,LRL,2026-01-10,8,1M,8.0,D,AOC,49500,23012790,Momaxie,7,1,7,1.0,1,1,train
LRL_2026-01-10_9_18017084,LRL_2026-01-10_9,LRL,2026-01-10,9,6F,6.0,D,AOC,55885,18017084,My Flicker,1,7,7,0.0,0,0,train
LRL_2026-01-10_9_21017747,LRL_2026-01-10_9,LRL,2026-01-10,9,6F,6.0,D,AOC,55885,21017747,Kilo Road,2,4,7,0.5,0,0,train
LRL_2026-01-10_9_20005817,LRL_2026-01-10_9,LRL,2026-01-10,9,6F,6.0,D,AOC,55885,20005817,Talk to the Judge,3,3,7,0.6666666666666667,0,1,train
LRL_2026-01-10_9_22009436,LRL_2026-01-10_9,LRL,2026-01-10,9,6F,6.0,D,AOC,55885,22009436,Itsamonstamash,4,2,7,0.8333333333333334,0,1,train
LRL_2026-01-10_9_22000828,LRL_2026-01-10_9,LRL,2026-01-10,9,6F,6.0,D,AOC,55885,22000828,In My Memories,5,1,7,1.0,1,1,train
LRL_2026-01-10_9_21004573,LRL_2026-01-10_9,LRL,2026-01-10,9,6F,6.0,D,AOC,55885,21004573,Back Forty,6,5,7,0.33333333333333337,0,0,train
LRL_2026-01-10_9_22009796,LRL_2026-01-10_9,LRL,2026-01-10,9,6F,6.0,D,AOC,55885,22009796,Green Eyed Monster,7,6,7,0.16666666666666663,0,0,train
LRL_2026-01-10_10_23008625,LRL_2026-01-10_10,LRL,2026-01-10,10,1M,8.0,D,MCL,22990,23008625,Fastfeld,1,3,6,0.6,0,1,train
LRL_2026-01-10_10_23010382,LRL_2026-01-10_10,LRL,2026-01-10,10,1M,8.0,D,MCL,22990,23010382,Kittyup,2,2,6,0.8,0,1,train
LRL_2026-01-10_10_23009576,LRL_2026-01-10_10,LRL,2026-01-10,10,1M,8.0,D,MCL,22990,23009576,Onetime for Lar,3,6,6,0.0,0,0,train
LRL_2026-01-10_10_23010927,LRL_2026-01-10_10,LRL,2026-01-10,10,1M,8.0,D,MCL,22990,23010927,Entitled Defense,4,5,6,0.19999999999999996,0,0,train
LRL_2026-01-10_10_23008616,LRL_2026-01-10_10,LRL,2026-01-10,10,1M,8.0,D,MCL,22990,23008616,I'm a Lil Wicked,5,4,6,0.4,0,0,train
LRL_2026-01-10_10_23001458,LRL_2026-01-10_10,LRL,2026-01-10,10,1M,8.0,D,MCL,22990,23001458,Take Charge Candy,6,1,6,1.0,1,1,train
LRL_2026-01-16_1_22008047,LRL_2026-01-16_1,LRL,2026-01-16,1,6F,6.0,D,SOC,26000,22008047,Summer Vibes,1,2,5,0.75,0,1,train
LRL_2026-01-16_1_22009217,LRL_2026-01-16_1,LRL,2026-01-16,1,6F,6.0,D,SOC,26000,22009217,Wiffleball,2,1,5,1.0,1,1,train
LRL_2026-01-16_1_21009715,LRL_2026-01-16_1,LRL,2026-01-16,1,6F,6.0,D,SOC,26000,21009715,Square Slice,3,3,5,0.5,0,1,train
LRL_2026-01-16_1_22002517,LRL_2026-01-16_1,LRL,2026-01-16,1,6F,6.0,D,SOC,26000,22002517,Artist Mark,4,4,5,0.25,0,0,train
LRL_2026-01-16_1_21016438,LRL_2026-01-16_1,LRL,2026-01-16,1,6F,6.0,D,SOC,26000,21016438,Rapidity,5,5,5,0.0,0,0,train
LRL_2026-01-16_2_23017176,LRL_2026-01-16_2,LRL,2026-01-16,2,1 1/16M,8.5,D,CLM,24000,23017176,Elusive Sionna,1,3,5,0.5,0,1,train
LRL_2026-01-16_2_23005659,LRL_2026-01-16_2,LRL,2026-01-16,2,1 1/16M,8.5,D,CLM,24000,23005659,Diamond N Dress,2,1,5,1.0,1,1,train
LRL_2026-01-16_2_23002688,LRL_2026-01-16_2,LRL,2026-01-16,2,1 1/16M,8.5,D,CLM,24000,23002688,Secret Oaks,3,2,5,0.75,0,1,train
LRL_2026-01-16_2_23002365,LRL_2026-01-16_2,LRL,2026-01-16,2,1 1/16M,8.5,D,CLM,24000,23002365,Nemain,4,4,5,0.25,0,0,train
LRL_2026-01-16_2_23011865,LRL_2026-01-16_2,LRL,2026-01-16,2,1 1/16M,8.5,D,CLM,24000,23011865,Astrid,5,5,5,0.0,0,0,train
LRL_2026-01-16_3_23000429,LRL_2026-01-16_3,LRL,2026-01-16,3,6F,6.0,D,MCL,31950,23000429,Stroll Trippin,1,5,9,0.5,0,0,train
LRL_2026-01-16_3_23003171,LRL_2026-01-16_3,LRL,2026-01-16,3,6F,6.0,D,MCL,31950,23003171,Emma Mermaid,2,4,9,0.625,0,0,train
LRL_2026-01-16_3_23005036,LRL_2026-01-16_3,LRL,2026-01-16,3,6F,6.0,D,MCL,31950,23005036,Princess Charming,3,3,9,0.75,0,1,train
LRL_2026-01-16_3_23001133,LRL_2026-01-16_3,LRL,2026-01-16,3,6F,6.0,D,MCL,31950,23001133,Consider Elle Nore,4,9,9,0.0,0,0,train
LRL_2026-01-16_3_23016910,LRL_2026-01-16_3,LRL,2026-01-16,3,6F,6.0,D,MCL,31950,23016910,Shoulda Known,5,6,9,0.375,0,0,train
LRL_2026-01-16_3_23003420,LRL_2026-01-16_3,LRL,2026-01-16,3,6F,6.0,D,MCL,31950,23003420,Princess Azara,6,2,9,0.875,0,1,train
LRL_2026-01-16_3_23006307,LRL_2026-01-16_3,LRL,2026-01-16,3,6F,6.0,D,MCL,31950,23006307,Eastcoastgirlsrhip,7,7,9,0.25,0,0,train
LRL_2026-01-16_3_23009862,LRL_2026-01-16_3,LRL,2026-01-16,3,6F,6.0,D,MCL,31950,23009862,Modernis Silver,8,8,9,0.125,0,0,train
LRL_2026-01-16_3_23005289,LRL_2026-01-16_3,LRL,2026-01-16,3,6F,6.0,D,MCL,31950,23005289,Disney Belle,9,1,9,1.0,1,1,train
LRL_2026-01-16_4_22016262,LRL_2026-01-16_4,LRL,2026-01-16,4,1M,8.0,D,CLM,22000,22016262,Cocktail Humor,1,3,5,0.5,0,1,train
LRL_2026-01-16_4_22010488,LRL_2026-01-16_4,LRL,2026-01-16,4,1M,8.0,D,CLM,22000,22010488,Why Not Grace,2,1,5,1.0,1,1,train
LRL_2026-01-16_4_21008555,LRL_2026-01-16_4,LRL,2026-01-16,4,1M,8.0,D,CLM,22000,21008555,Feelin So Lucky,3,5,5,0.0,0,0,train
LRL_2026-01-16_4_22017307,LRL_2026-01-16_4,LRL,2026-01-16,4,1M,8.0,D,CLM,22000,22017307,A Cozy Thing,4,2,5,0.75,0,1,train
LRL_2026-01-16_4_22003953,LRL_2026-01-16_4,LRL,2026-01-16,4,1M,8.0,D,CLM,22000,22003953,Vanilla Sundae,5,4,5,0.25,0,0,train
LRL_2026-01-16_5_23011598,LRL_2026-01-16_5,LRL,2026-01-16,5,5 1/2F,5.5,D,CLM,35550,23011598,Coloma,1,7,9,0.25,0,0,train
LRL_2026-01-16_5_23014565,LRL_2026-01-16_5,LRL,2026-01-16,5,5 1/2F,5.5,D,CLM,35550,23014565,Feels So Right,2,6,9,0.375,0,0,train
LRL_2026-01-16_5_23019724,LRL_2026-01-16_5,LRL,2026-01-16,5,5 1/2F,5.5,D,CLM,35550,23019724,Swift Attraction,3,9,9,0.0,0,0,train
LRL_2026-01-16_5_23015832,LRL_2026-01-16_5,LRL,2026-01-16,5,5 1/2F,5.5,D,CLM,35550,23015832,Expresso Bay,4,8,9,0.125,0,0,train
LRL_2026-01-16_5_23014975,LRL_2026-01-16_5,LRL,2026-01-16,5,5 1/2F,5.5,D,CLM,35550,23014975,Mister Roscoe,5,1,9,1.0,1,1,train
LRL_2026-01-16_5_23005607,LRL_2026-01-16_5,LRL,2026-01-16,5,5 1/2F,5.5,D,CLM,35550,23005607,Mo Missile,6,5,9,0.5,0,0,train
LRL_2026-01-16_5_23014809,LRL_2026-01-16_5,LRL,2026-01-16,5,5 1/2F,5.5,D,CLM,35550,23014809,Mose Smokin,7,4,9,0.625,0,0,train
LRL_2026-01-16_5_23010330,LRL_2026-01-16_5,LRL,2026-01-16,5,5 1/2F,5.5,D,CLM,35550,23010330,Heat Check,8,2,9,0.875,0,1,train
LRL_2026-01-16_5_23005166,LRL_2026-01-16_5,LRL,2026-01-16,5,5 1/2F,5.5,D,CLM,35550,23005166,Fowl Mouth,9,3,9,0.75,0,1,train
LRL_2026-01-16_6_21010871,LRL_2026-01-16_6,LRL,2026-01-16,6,1 1/16M,8.5,D,MCL,26530,21010871,Under the Rug,2,8,8,0.0,0,0,train
LRL_2026-01-16_6_21016168,LRL_2026-01-16_6,LRL,2026-01-16,6,1 1/16M,8.5,D,MCL,26530,21016168,Tell 'Em I'm Comin,3,3,8,0.7142857142857143,0,1,train
LRL_2026-01-16_6_22010651,LRL_2026-01-16_6,LRL,2026-01-16,6,1 1/16M,8.5,D,MCL,26530,22010651,Edelweiss,4,4,8,0.5714285714285714,0,0,train
LRL_2026-01-16_6_22008704,LRL_2026-01-16_6,LRL,2026-01-16,6,1 1/16M,8.5,D,MCL,26530,22008704,Jose Can't Say,5,7,8,0.1428571428571429,0,0,train
LRL_2026-01-16_6_22012513,LRL_2026-01-16_6,LRL,2026-01-16,6,1 1/16M,8.5,D,MCL,26530,22012513,Christmas Spirit,6,1,8,1.0,1,1,train
LRL_2026-01-16_6_22006112,LRL_2026-01-16_6,LRL,2026-01-16,6,1 1/16M,8.5,D,MCL,26530,22006112,Furious George,7,6,8,0.2857142857142857,0,0,train
LRL_2026-01-16_6_20002564,LRL_2026-01-16_6,LRL,2026-01-16,6,1 1/16M,8.5,D,MCL,26530,20002564,Oxford Union,8,5,8,0.4285714285714286,0,0,train
LRL_2026-01-16_6_22013651,LRL_2026-01-16_6,LRL,2026-01-16,6,1 1/16M,8.5,D,MCL,26530,22013651,Imperial Spy,9,2,8,0.8571428571428572,0,1,train
LRL_2026-01-16_7_23008213,LRL_2026-01-16_7,LRL,2026-01-16,7,5 1/2F,5.5,D,MSW,51230,23008213,Ballinaclash,1,2,6,0.8,0,1,train
LRL_2026-01-16_7_23007804,LRL_2026-01-16_7,LRL,2026-01-16,7,5 1/2F,5.5,D,MSW,51230,23007804,Sujo,2,4,6,0.4,0,0,train
LRL_2026-01-16_7_23014053,LRL_2026-01-16_7,LRL,2026-01-16,7,5 1/2F,5.5,D,MSW,51230,23014053,Top Manipulator,3,1,6,1.0,1,1,train
LRL_2026-01-16_7_23019680,LRL_2026-01-16_7,LRL,2026-01-16,7,5 1/2F,5.5,D,MSW,51230,23019680,Matthew's Ticket,4,3,6,0.6,0,1,train
LRL_2026-01-16_7_23004168,LRL_2026-01-16_7,LRL,2026-01-16,7,5 1/2F,5.5,D,MSW,51230,23004168,Margie's Last,5,6,6,0.0,0,0,train
LRL_2026-01-16_7_23006394,LRL_2026-01-16_7,LRL,2026-01-16,7,5 1/2F,5.5,D,MSW,51230,23006394,Make It Quick,6,5,6,0.19999999999999996,0,0,train
LRL_2026-01-16_8_21003341,LRL_2026-01-16_8,LRL,2026-01-16,8,1 1/16M,8.5,D,SOC,25020,21003341,Waldrip,1,2,7,0.8333333333333334,0,1,train
LRL_2026-01-16_8_21002490,LRL_2026-01-16_8,LRL,2026-01-16,8,1 1/16M,8.5,D,SOC,25020,21002490,Work Hard,3,1,7,1.0,1,1,train
LRL_2026-01-16_8_17011275,LRL_2026-01-16_8,LRL,2026-01-16,8,1 1/16M,8.5,D,SOC,25020,17011275,Prince Khozan,4,7,7,0.0,0,0,train
LRL_2026-01-16_8_19010669,LRL_2026-01-16_8,LRL,2026-01-16,8,1 1/16M,8.5,D,SOC,25020,19010669,Be Better,5,6,7,0.16666666666666663,0,0,train
LRL_2026-01-16_8_21004220,LRL_2026-01-16_8,LRL,2026-01-16,8,1 1/16M,8.5,D,SOC,25020,21004220,Masakado,6,3,7,0.6666666666666667,0,1,train
